time;global radiation;Temperature in greenhouse;relative humidity;irrigation;irrigation time;rain water;drain
;(W/m2);(oC);(%);(liters/ compartment);minutes;(liters/ compartment);(liters entire compatiment)
06/06/2016 11:10;742;24.8;70.1;3452;10;3630;974
06/06/2016 11:15;750;25.1;72.1;3452;10;3630;974
06/06/2016 11:20;763;25.3;70.5;3482;12;3630;974
06/06/2016 11:25;768;25.4;69.2;3482;12;3630;979
06/06/2016 11:30;773;25.6;66.1;3482;12;3630;979
06/06/2016 11:35;784;25.7;71;3482;12;3630;980
06/06/2016 11:40;792;26.1;72.1;3482;12;3630;983
06/06/2016 11:45;797;26.3;68;3512;14;3653;983
06/06/2016 11:50;808;26.4;67.6;3512;14;3656;987
06/06/2016 11:55;808;26.4;65.9;3514;14;3656;987
06/06/2016 12:00;812;26.3;67.9;3514;14;3656;987
06/06/2016 12:05;822;26.5;67.6;3514;14;3656;987
06/06/2016 12:10;829;26.5;67.6;3544;16;3656;991
06/06/2016 12:15;833;26.5;61.4;3544;16;3656;996
06/06/2016 12:20;842;26.7;63.8;3544;16;3656;996
06/06/2016 12:25;842;26.6;60;3544;16;3656;996
06/06/2016 12:30;851;26.8;69.2;3570;17;3656;996
06/06/2016 12:35;851;26.7;67.1;3574;18;3681;1000
06/06/2016 12:40;860;27.3;59.5;3576;18;3681;1000
06/06/2016 12:45;857;27.8;70.6;3576;18;3681;1004
06/06/2016 12:50;860;27.9;67.7;3576;18;3681;1004
06/06/2016 12:55;866;27.7;66.2;3606;20;3681;1004
06/06/2016 13:00;872;27.9;69.6;3606;20;3717;1009
06/06/2016 13:05;870;28.1;61;3606;20;3721;1009
06/06/2016 13:10;873;27.8;62.6;3606;20;3721;1009
06/06/2016 13:15;882;27.7;64.8;3632;21;3721;1013
06/06/2016 13:20;882;27.6;69.6;3637;22;3747;1019
06/06/2016 13:25;880;27.7;67.9;3638;22;3747;1019
06/06/2016 13:30;882;28.2;68.8;3638;22;3747;1019
06/06/2016 13:35;882;28.1;65.9;3638;22;3747;1023
06/06/2016 13:40;881;28.1;63.3;3669;24;3747;1023
06/06/2016 13:45;879;28.1;64.8;3669;24;3747;1028
06/06/2016 13:50;882;27.8;62.1;3669;24;3747;1028
06/06/2016 13:55;880;28;60.9;3669;24;3747;1032
06/06/2016 14:00;879;28.1;60.7;3699;26;3773;1032
06/06/2016 14:05;879;28.2;65.1;3700;26;3773;1037
06/06/2016 14:10;873;28.4;62.4;3700;26;3773;1041
06/06/2016 14:15;873;28.4;62.6;3700;26;3773;1041
06/06/2016 14:20;876;28.6;59;3726;27;3773;1041
06/06/2016 14:25;869;28.2;61.8;3730;28;3773;1046
06/06/2016 14:30;868;28.3;64;3730;28;3773;1051
06/06/2016 14:35;863;28.4;56.6;3730;28;3773;1051
06/06/2016 14:40;857;28.6;60.6;3730;28;3773;1051
06/06/2016 14:45;852;28.9;58.2;3760;30;3801;1056
06/06/2016 14:50;847;28.7;55.3;3761;30;3801;1060
06/06/2016 14:55;847;28.7;63.4;3761;30;3801;1060
06/06/2016 15:00;836;28.8;64.1;3761;30;3801;1060
06/06/2016 15:05;830;28.9;66.2;3787;31;3801;1060
06/06/2016 15:10;830;28.9;57.6;3792;32;3801;1066
06/06/2016 15:15;822;28.6;56.7;3792;32;3801;1070
06/06/2016 15:20;814;28.9;65.3;3792;32;3801;1070
06/06/2016 15:25;812;28.7;65.3;3792;32;3801;1070
06/06/2016 15:30;806;28.7;64.4;3822;34;3826;1074
06/06/2016 15:35;797;29.1;56.9;3822;34;3826;1079
06/06/2016 15:40;788;28.8;62.8;3822;34;3836;1083
06/06/2016 15:45;781;28.8;59.6;3822;34;3865;1083
06/06/2016 15:50;779;28.2;57.2;3822;34;3865;1083
06/06/2016 15:55;763;28.1;57.5;3826;34;3865;1083
06/06/2016 16:00;761;28.2;51.6;3852;36;3865;1083
06/06/2016 16:05;751;28.1;53.6;3852;36;3865;1088
06/06/2016 16:10;745;28.3;50.2;3852;36;3865;1088
06/06/2016 16:15;734;28.1;51.6;3852;36;3865;1092
06/06/2016 16:20;725;28.4;48.7;3883;38;3891;1092
06/06/2016 16:25;718;28.3;50.1;3883;38;3891;1097
06/06/2016 16:30;713;28.1;51.7;3883;38;3891;1097
06/06/2016 16:35;701;28;51.1;3883;38;3891;1101
06/06/2016 16:40;692;28;53.2;3883;38;3891;1101
06/06/2016 16:45;672;28;52;3887;38;3891;1101
06/06/2016 16:50;671;28.1;50.1;3914;40;3891;1101
06/06/2016 16:55;661;28;51;3914;40;3891;1105
06/06/2016 17:00;648;28.1;52.7;3914;40;3891;1105
06/06/2016 17:05;638;28.1;51.4;3914;40;3891;1105
06/06/2016 17:10;627;28;50.2;3914;40;3891;1105
06/06/2016 17:15;614;27.9;52.3;3914;40;3891;1105
06/06/2016 17:20;603;27.9;49.8;3945;42;3913;1109
06/06/2016 17:25;591;27.7;50.7;3945;42;3917;1109
06/06/2016 17:30;579;27.7;48.7;3945;42;3917;1113
06/06/2016 17:35;567;27.5;48.2;3945;42;3917;1113
06/06/2016 17:40;565;27.4;50.4;3945;42;3917;1113
06/06/2016 17:45;554;27.4;48.8;3946;42;3917;1113
06/06/2016 17:50;540;27.4;48.3;3946;42;3917;1113
06/06/2016 17:55;523;27.4;48;3946;42;3917;1113
06/06/2016 18:00;514;27.3;48;3976;44;3917;1117
06/06/2016 18:05;501;27.3;49.3;3976;44;3917;1117
06/06/2016 18:10;490;27.4;47.8;3976;44;3917;1121
06/06/2016 18:15;475;27.3;50.1;3976;44;3917;1121
06/06/2016 18:20;464;27.4;51.6;3976;44;3917;1121
06/06/2016 18:25;451;27.3;48.3;3976;44;3917;1121
06/06/2016 18:30;439;27.5;47.6;3976;44;3917;1121
06/06/2016 18:35;428;27.5;49.5;3976;44;3956;1121
06/06/2016 18:40;412;27.4;46.7;3976;44;3956;1121
06/06/2016 18:45;402;27.2;47.4;4007;46;3982;1121
06/06/2016 18:50;391;27;52.9;4007;46;3982;1126
06/06/2016 18:55;376;26.9;50.4;4007;46;3982;1126
06/06/2016 19:00;363;26.7;51.3;4007;46;3982;1130
06/06/2016 19:05;348;26.6;54.1;4007;46;3982;1130
06/06/2016 19:10;333;26.4;54.1;4007;46;3982;1130
06/06/2016 19:15;319;26.2;54;4007;46;3982;1130
06/06/2016 19:20;308;26;52.4;4007;46;3982;1130
06/06/2016 19:25;294;25.9;54.5;4007;46;3982;1130
06/06/2016 19:30;283;25.6;54.5;4007;46;3982;1130
06/06/2016 19:35;269;25.4;55;4007;46;3982;1130
06/06/2016 19:40;256;25.2;54.3;4007;46;3982;1130
06/06/2016 19:45;242;25.1;52.8;4007;46;3982;1130
06/06/2016 19:50;231;25.1;55;4007;46;3982;1130
06/06/2016 19:55;219;25.1;57.8;4007;46;3982;1130
06/06/2016 20:00;206;25.1;57;4007;46;3982;1130
06/06/2016 20:05;194;25;55.8;4007;46;3982;1130
06/06/2016 20:10;182;25;55.8;4007;46;3982;1130
06/06/2016 20:15;173;24.9;56.5;4007;46;3982;1130
06/06/2016 20:20;160;24.9;58.3;4007;46;3982;1130
06/06/2016 20:25;149;24.9;55.6;4007;46;3982;1130
06/06/2016 20:30;138;24.8;60.5;4007;46;3982;1130
06/06/2016 20:35;129;24.9;59;4007;46;3982;1130
06/06/2016 20:40;120;24.9;59.1;4007;46;3982;1130
06/06/2016 20:45;113;24.9;59.6;4007;46;3982;1130
06/06/2016 20:50;108;24.9;59.7;4007;46;3982;1130
06/06/2016 20:55;100;24.8;62.2;4007;46;3982;1130
06/06/2016 21:00;93;24.8;62.9;4007;46;4021;1130
06/06/2016 21:05;85;24.8;63.4;4007;46;4021;1130
06/06/2016 21:10;77;24.8;64.6;4007;46;4021;1130
06/06/2016 21:15;67;24.7;66.1;4007;46;4021;1130
06/06/2016 21:20;57;24.7;67.9;4007;46;4021;1130
06/06/2016 21:25;44;24.6;70.1;4007;46;4021;1130
06/06/2016 21:30;38;24.5;71.5;4007;46;4021;1130
06/06/2016 21:35;32;24.4;73.3;4007;46;4021;1130
06/06/2016 21:40;25;24.3;74.6;4007;46;4021;1130
06/06/2016 21:45;21;24.1;76.4;4007;46;4021;1130
06/06/2016 21:50;18;24;77.8;4007;46;4021;1130
06/06/2016 21:55;15;23.9;79.4;4007;46;4021;1130
06/06/2016 22:00;14;23.7;79.9;4007;46;4021;1130
06/06/2016 22:05;10;23.6;80.8;4007;46;4021;1130
06/06/2016 22:10;8;23.4;81.8;4007;46;4021;1130
06/06/2016 22:15;4;23.4;82.7;4007;46;4021;1130
06/06/2016 22:20;2;23.1;83.5;4007;46;4021;1130
06/06/2016 22:25;0;23;84;4007;46;4021;1130
06/06/2016 22:30;0;22.9;84.3;4007;46;4021;1130
06/06/2016 22:35;0;22.7;85.1;4007;46;4021;1130
06/06/2016 22:40;0;22.6;85.1;4007;46;4021;1130
06/06/2016 22:45;0;22.6;85.4;4007;46;4021;1130
06/06/2016 22:50;0;22.4;85.9;4007;46;4021;1130
06/06/2016 22:55;0;22.3;86.2;4007;46;4021;1130
06/06/2016 23:00;0;22.2;86.4;4007;46;4021;1130
06/06/2016 23:05;0;22.1;86.6;4007;46;4021;1130
06/06/2016 23:10;0;22.1;86.6;4007;46;4021;1130
06/06/2016 23:15;0;22;86.6;4007;46;4060;1130
06/06/2016 23:20;0;21.8;87.1;4007;46;4060;1130
06/06/2016 23:25;0;21.8;86.9;4007;46;4060;1130
06/06/2016 23:30;0;21.7;87.1;4007;46;4060;1130
06/06/2016 23:35;0;21.6;86.9;4007;46;4060;1130
06/06/2016 23:40;0;21.6;86.6;4007;46;4060;1130
06/06/2016 23:45;0;21.5;86.2;4007;46;4060;1130
06/06/2016 23:50;0;21.5;86.2;4007;46;4060;1130
06/06/2016 23:55;0;21.3;86.1;4007;46;4060;1130
07/06/2016 00:00;0;21.3;86.3;4007;46;4060;1130
07/06/2016 00:05;0;21.3;85.4;4007;46;4060;1130
07/06/2016 00:10;0;21.2;85.8;4007;46;4060;1130
07/06/2016 00:15;0;21.1;86.1;4007;46;4060;1130
07/06/2016 00:20;0;21.1;85.1;4008;46;4060;1130
07/06/2016 00:25;0;21;85.5;4008;46;4060;1130
07/06/2016 00:30;0;21;85.3;4008;46;4060;1130
07/06/2016 00:35;0;21;85.2;4008;46;4060;1130
07/06/2016 00:40;0;20.9;85.3;4008;46;4060;1130
07/06/2016 00:45;0;20.9;85.5;4008;46;4060;1130
07/06/2016 00:50;0;20.8;86;4008;46;4060;1130
07/06/2016 00:55;0;20.7;86.2;4008;46;4060;1130
07/06/2016 01:00;0;20.8;86.2;4008;46;4060;1130
07/06/2016 01:05;0;20.7;87;4008;46;4060;1130
07/06/2016 01:10;0;20.7;86.6;4008;46;4060;1130
07/06/2016 01:15;0;20.6;87.3;4008;46;4060;1130
07/06/2016 01:20;0;20.6;87.7;4008;46;4060;1130
07/06/2016 01:25;0;20.6;88;4008;46;4060;1130
07/06/2016 01:30;0;20.6;87.7;4008;46;4100;1130
07/06/2016 01:35;0;20.6;87.7;4008;46;4100;1130
07/06/2016 01:40;0;20.5;87.8;4008;46;4100;1130
07/06/2016 01:45;0;20.5;88;4008;46;4100;1130
07/06/2016 01:50;0;20.5;88.2;4008;46;4100;1130
07/06/2016 01:55;0;20.5;88.4;4008;46;4100;1130
07/06/2016 02:00;0;20.5;88.6;4008;46;4100;1130
07/06/2016 02:05;0;20.4;88.9;4008;46;4100;1130
07/06/2016 02:10;0;20.4;89.2;4008;46;4100;1130
07/06/2016 02:15;0;20.5;88.6;4008;46;4100;1130
07/06/2016 02:20;0;20.4;89.5;4008;46;4100;1130
07/06/2016 02:25;1;20.4;89.7;4008;46;4100;1130
07/06/2016 02:30;0;20.3;89.8;4008;46;4100;1130
07/06/2016 02:35;1;20.3;90;4008;46;4100;1130
07/06/2016 02:40;1;20.3;89.9;4008;46;4100;1130
07/06/2016 02:45;0;20.3;90.2;4008;46;4100;1130
07/06/2016 02:50;0;20.4;90.1;4008;46;4100;1130
07/06/2016 02:55;0;20.3;90.3;4008;46;4100;1130
07/06/2016 03:00;0;20.3;90.2;4008;46;4100;1130
07/06/2016 03:05;1;20.3;90.2;4008;46;4100;1130
07/06/2016 03:10;1;20.3;90.2;4008;46;4100;1130
07/06/2016 03:15;0;20.3;90.5;4008;46;4100;1130
07/06/2016 03:20;1;20.2;90.6;4008;46;4100;1130
07/06/2016 03:25;0;20.2;90.6;4008;46;4100;1130
07/06/2016 03:30;0;20.2;90.7;4008;46;4100;1130
07/06/2016 03:35;0;20.3;90.4;4008;46;4100;1130
07/06/2016 03:40;0;20.3;90.6;4008;46;4100;1130
07/06/2016 03:45;0;20.2;90.9;4008;46;4139;1130
07/06/2016 03:50;0;20.2;91.2;4008;46;4139;1130
07/06/2016 03:55;1;20.2;91.2;4008;46;4139;1130
07/06/2016 04:00;0;20.2;91.4;4008;46;4139;1130
07/06/2016 04:05;0;20.1;91.4;4008;46;4139;1130
07/06/2016 04:10;0;20.2;90.9;4008;46;4139;1130
07/06/2016 04:15;2;20.1;91.7;4008;46;4139;1130
07/06/2016 04:20;0;20.1;91.6;4008;46;4139;1130
07/06/2016 04:25;0;20.1;91.8;4008;46;4139;1130
07/06/2016 04:30;0;20.1;91.7;4008;46;4139;1130
07/06/2016 04:35;0;20.3;90.5;4008;46;4139;1130
07/06/2016 04:40;0;20.5;90.2;4008;46;4139;1130
07/06/2016 04:45;0;20.8;88.4;4008;46;4139;1130
07/06/2016 04:50;0;21.1;87.2;4008;46;4139;1130
07/06/2016 04:55;0;20.8;87.6;4008;46;4139;1130
07/06/2016 05:00;0;20.8;87.3;4008;46;4139;1130
07/06/2016 05:05;0;20.9;87.4;4008;0;4139;1130
07/06/2016 05:10;0;20.9;86.9;4008;0;4139;1130
07/06/2016 05:15;1;20.9;86.7;4008;0;4139;1130
07/06/2016 05:20;2;21;86.6;4008;0;4139;1130
07/06/2016 05:25;3;20.8;87.4;4008;0;4139;1130
07/06/2016 05:30;4;21;87.2;4008;0;4139;1130
07/06/2016 05:35;6;20.9;88.4;4008;0;4139;1130
07/06/2016 05:40;8;20.8;89.1;4008;0;4139;1130
07/06/2016 05:45;10;20.8;89.1;4008;0;4139;1130
07/06/2016 05:50;12;20.8;89.8;4008;0;4139;1130
07/06/2016 05:55;13;20.8;90.2;4008;0;4139;1130
07/06/2016 06:00;16;20.8;90.9;4008;0;4178;1130
07/06/2016 06:05;19;20.8;90.6;4008;0;4178;1130
07/06/2016 06:10;23;20.9;91.4;4008;0;4178;1130
07/06/2016 06:15;25;21.1;91.3;4008;0;4178;1130
07/06/2016 06:20;29;21;91.7;4008;0;4178;1130
07/06/2016 06:25;33;21;91.6;4008;0;4178;1130
07/06/2016 06:30;34;21.2;92.5;4008;0;4178;1130
07/06/2016 06:35;39;21.2;92.6;4008;0;4178;1130
07/06/2016 06:40;41;21.3;91.7;4008;0;4178;1130
07/06/2016 06:45;46;21.3;91.8;4008;0;4178;1130
07/06/2016 06:50;50;21.4;91.8;4008;0;4178;1130
07/06/2016 06:55;50;21.4;92;4008;0;4178;1130
07/06/2016 07:00;52;21.4;91.8;4008;0;4178;1130
07/06/2016 07:05;54;21.5;91.6;4008;0;4178;1130
07/06/2016 07:10;54;21.5;91.7;4008;0;4178;1130
07/06/2016 07:15;49;21.5;91.2;4008;0;4178;1130
07/06/2016 07:20;48;21.4;92.7;4008;0;4178;1130
07/06/2016 07:25;48;21.4;93.3;4008;0;4178;1130
07/06/2016 07:30;45;21.4;93.9;4008;0;4178;1130
07/06/2016 07:35;43;21.3;93.6;4008;0;4178;1130
07/06/2016 07:40;43;21.4;94.1;4008;0;4178;1130
07/06/2016 07:45;46;21.4;94.8;4008;0;4178;1130
07/06/2016 07:50;50;21.4;93.9;4008;0;4178;1130
07/06/2016 07:55;54;21.5;94.1;4008;0;4178;1130
07/06/2016 08:00;53;21.5;93.9;4039;2;4178;1130
07/06/2016 08:05;57;21.5;93.6;4039;2;4178;1130
07/06/2016 08:10;57;21.6;94.4;4039;2;4178;1130
07/06/2016 08:15;61;21.6;94.4;4039;2;4178;1130
07/06/2016 08:20;64;21.8;94.5;4039;2;4183;1130
07/06/2016 08:25;69;21.7;94.3;4039;2;4217;1130
07/06/2016 08:30;75;21.9;94.7;4039;2;4217;1130
07/06/2016 08:35;83;21.9;94.2;4039;2;4217;1130
07/06/2016 08:40;97;22;94.2;4039;2;4217;1130
07/06/2016 08:45;110;22.1;93.8;4051;2;4217;1130
07/06/2016 08:50;124;22.4;93.9;4070;4;4252;1130
07/06/2016 08:55;136;22.6;93.6;4070;4;4252;1134
07/06/2016 09:00;155;22.7;93.1;4070;4;4252;1134
07/06/2016 09:05;189;22.9;92.5;4070;4;4252;1134
07/06/2016 09:10;239;23.3;91.5;4070;4;4252;1134
07/06/2016 09:15;229;23.4;88.1;4071;4;4252;1134
07/06/2016 09:20;254;23.4;87;4071;4;4252;1134
07/06/2016 09:25;296;23.6;86.9;4071;4;4252;1134
07/06/2016 09:30;346;23.9;83.8;4071;4;4252;1134
07/06/2016 09:35;356;23.8;80.5;4071;4;4252;1134
07/06/2016 09:40;406;23.9;80.9;4071;4;4252;1134
07/06/2016 09:45;396;23.7;81.1;4071;4;4252;1134
07/06/2016 09:50;413;23.6;81.6;4071;4;4252;1134
07/06/2016 09:55;443;23.6;80.3;4072;4;4252;1134
07/06/2016 10:00;493;23.9;75.1;4072;4;4252;1134
07/06/2016 10:05;543;24.1;75.1;4072;4;4252;1134
07/06/2016 10:10;533;23.7;76.5;4072;4;4252;1134
07/06/2016 10:15;483;23.2;79.6;4072;4;4252;1134
07/06/2016 10:20;433;23;76.7;4072;4;4252;1134
07/06/2016 10:25;393;23.1;82.4;4072;4;4252;1134
07/06/2016 10:30;381;23.3;82;4072;4;4252;1134
07/06/2016 10:35;391;23.4;82.5;4072;4;4252;1134
07/06/2016 10:40;441;23.8;84.4;4072;4;4252;1134
07/06/2016 10:45;489;24.1;80.8;4072;4;4252;1134
07/06/2016 10:50;453;23.9;80;4072;4;4252;1134
07/06/2016 10:55;449;23.9;79;4072;4;4252;1134
07/06/2016 11:00;474;23.7;77.3;4072;4;4252;1134
07/06/2016 11:05;476;23.8;79.1;4072;4;4252;1134
07/06/2016 11:10;475;23.8;79.5;4072;4;4252;1134
07/06/2016 11:15;460;23.6;79.4;4072;4;4252;1134
07/06/2016 11:20;475;23.5;80;4072;4;4252;1134
07/06/2016 11:25;453;23.5;80.6;4072;4;4252;1134
07/06/2016 11:30;503;23.8;77.9;4072;4;4252;1134
07/06/2016 11:35;553;24.1;73.9;4072;4;4252;1134
07/06/2016 11:40;603;24.4;75.8;4072;4;4252;1134
07/06/2016 11:45;593;24.7;76.9;4072;4;4252;1134
07/06/2016 11:50;583;24.8;71.5;4135;8;4281;1134
07/06/2016 11:55;613;25.3;71.2;4135;8;4288;1134
07/06/2016 12:00;570;25.2;74.1;4165;10;4288;1134
07/06/2016 12:05;599;25.3;68;4165;10;4288;1134
07/06/2016 12:10;549;25.2;77.7;4196;12;4326;1139
07/06/2016 12:15;522;25.3;70.4;4196;12;4326;1143
07/06/2016 12:20;512;25.2;66.4;4227;14;4326;1149
07/06/2016 12:25;522;25.2;76;4227;14;4326;1160
07/06/2016 12:30;572;25.8;73.3;4227;14;4326;1160
07/06/2016 12:35;622;26.3;66.1;4227;14;4326;1160
07/06/2016 12:40;672;26.6;66.7;4238;14;4326;1160
07/06/2016 12:45;646;26.1;66.8;4259;16;4365;1164
07/06/2016 12:50;596;25.8;71.3;4259;16;4365;1169
07/06/2016 12:55;579;25.7;69.3;4259;16;4365;1169
07/06/2016 13:00;589;25.8;72.6;4259;16;4365;1169
07/06/2016 13:05;599;25.8;70.9;4259;16;4365;1169
07/06/2016 13:10;589;25.8;71.8;4259;16;4365;1169
07/06/2016 13:15;539;25.4;71.6;4289;18;4365;1172
07/06/2016 13:20;529;25.7;72.6;4289;18;4365;1173
07/06/2016 13:25;479;25.4;76.1;4289;18;4365;1173
07/06/2016 13:30;429;25.1;72.9;4289;18;4365;1177
07/06/2016 13:35;452;25.1;63;4289;18;4365;1177
07/06/2016 13:40;500;25.5;72;4289;18;4365;1177
07/06/2016 13:45;510;25.6;66.2;4289;18;4365;1177
07/06/2016 13:50;540;25.5;66.1;4300;18;4365;1177
07/06/2016 13:55;570;25.7;67.2;4321;20;4405;1177
07/06/2016 14:00;600;26;63.8;4321;20;4405;1177
07/06/2016 14:05;590;25.8;63.3;4321;20;4405;1181
07/06/2016 14:10;600;26.4;64.3;4321;20;4405;1181
07/06/2016 14:15;630;26.4;61.4;4321;20;4405;1181
07/06/2016 14:20;640;26.3;61.6;4351;22;4405;1181
07/06/2016 14:25;630;26.2;66.1;4351;22;4405;1186
07/06/2016 14:30;580;25.6;59.2;4351;22;4405;1186
07/06/2016 14:35;550;25.8;60.2;4351;22;4405;1186
07/06/2016 14:40;600;26.7;66.4;4351;22;4405;1186
07/06/2016 14:45;610;26.4;59.2;4351;22;4405;1186
07/06/2016 14:50;660;26.8;60;4382;24;4445;1186
07/06/2016 14:55;710;27;64.5;4383;24;4446;1190
07/06/2016 15:00;760;27.7;48.9;4383;24;4446;1190
07/06/2016 15:05;810;27.5;57.6;4383;24;4446;1190
07/06/2016 15:10;860;27.7;54.5;4409;25;4446;1190
07/06/2016 15:15;888;27.7;55.3;4413;26;4446;1194
07/06/2016 15:20;878;27.9;47.8;4413;26;4446;1194
07/06/2016 15:25;868;28.6;66.5;4413;26;4446;1198
07/06/2016 15:30;867;28.7;61.5;4413;26;4446;1198
07/06/2016 15:35;866;28.6;63.6;4443;28;4489;1198
07/06/2016 15:40;831;28.5;65.7;4445;28;4489;1202
07/06/2016 15:45;801;28.4;51.9;4445;28;4489;1202
07/06/2016 15:50;782;28.6;52.4;4445;28;4489;1202
07/06/2016 15:55;765;28.7;66.6;4445;28;4489;1206
07/06/2016 16:00;763;28.7;63;4476;30;4489;1206
07/06/2016 16:05;755;28.3;55.4;4476;30;4489;1211
07/06/2016 16:10;743;28.3;48.3;4476;30;4489;1211
07/06/2016 16:15;733;28.3;50;4476;30;4489;1211
07/06/2016 16:20;728;28.5;42.3;4476;30;4489;1211
07/06/2016 16:25;721;28.4;45.9;4506;32;4528;1212
07/06/2016 16:30;706;28.4;49.3;4507;32;4528;1215
07/06/2016 16:35;700;28.5;43.8;4507;32;4528;1219
07/06/2016 16:40;690;28.5;46.5;4507;32;4528;1219
07/06/2016 16:45;675;28.5;48.5;4507;32;4528;1219
07/06/2016 16:50;670;28.5;45.1;4507;32;4528;1219
07/06/2016 16:55;660;28.2;50;4537;34;4528;1219
07/06/2016 17:00;647;28.4;44.7;4537;34;4528;1223
